iter	RMSE
0	0.05049724093
1	0.05001112587
2	0.04954258817
3	0.04908215485
4	0.04863447423
5	0.04820076217
6	0.04777181364
7	0.04735767807
8	0.04695051378
9	0.04654902516
10	0.04616197821
11	0.04578070109
12	0.04540877472
13	0.04504647172
14	0.04469173193
15	0.04434290238
16	0.04400906868
17	0.04366958691
18	0.04334277212
19	0.04302165126
20	0.04270553292
21	0.04239779774
22	0.04209138552
23	0.04179672914
24	0.04150466532
25	0.04121424398
26	0.04093087977
27	0.04065000377
28	0.0403738144
29	0.04010083002
30	0.03983476743
31	0.03957008908
32	0.03931337549
33	0.03905980403
34	0.03881270319
35	0.03856312413
36	0.03832306025
37	0.03808527757
38	0.03785194908
39	0.03762370793
40	0.03739663703
41	0.03717383268
42	0.03695209994
43	0.03673727328
44	0.0365264028
45	0.03632094036
46	0.03611627389
47	0.03591462718
48	0.03572116826
49	0.03552584765
50	0.03533137764
51	0.03514548128
52	0.03496366524
53	0.0347793453
54	0.03460171014
55	0.03442565208
56	0.03425436092
57	0.03408484825
58	0.0339150417
59	0.03375113413
60	0.03359201546
61	0.03343124751
62	0.03327333928
63	0.0331202214
64	0.03296869801
65	0.03281765617
66	0.03266842704
67	0.03252381681
68	0.03237977059
69	0.03223494898
70	0.03209453225
71	0.03195562262
72	0.03181399997
73	0.03167992687
74	0.03154498983
75	0.03141423895
76	0.03128308602
77	0.03115339899
78	0.03102556765
79	0.03090051615
80	0.03077781077
81	0.03065340613
82	0.03053082803
83	0.03041084913
84	0.03029457066
85	0.03017909323
86	0.03005894563
87	0.02994564881
88	0.02983124682
89	0.02971815883
90	0.02960801677
91	0.02949831497
92	0.02938969284
93	0.02928143164
94	0.02917578053
95	0.0290723468
96	0.02896982776
97	0.02886666204
98	0.02876604155
99	0.02866613741
100	0.02856732914
101	0.0284709331
102	0.02837509052
103	0.02828047767
104	0.02818770118
105	0.02809585939
106	0.02800213817
107	0.02791049531
108	0.02782153369
109	0.02773117018
110	0.02764384728
111	0.02755870286
112	0.02747476245
113	0.02739127039
114	0.02730797056
115	0.02722545101
116	0.02714291769
117	0.02706344822
118	0.02698529848
119	0.02690659546
120	0.0268299194
121	0.02675283831
122	0.02667860969
123	0.02660345845
124	0.02653159775
125	0.02645753155
126	0.02638685715
127	0.02631620316
128	0.02624587471
129	0.02617601038
130	0.02610822075
131	0.02604114287
132	0.02597563524
133	0.02591026411
134	0.02584501355
135	0.02577985195
136	0.02571647466
137	0.02565534304
138	0.02559339637
139	0.02553333917
140	0.02547350697
141	0.02541425157
142	0.02535586322
143	0.02529780938
144	0.02524039482
145	0.02518420029
146	0.02512794885
147	0.025074155
148	0.0250202178
149	0.02496664641
150	0.02491377944
151	0.02486135691
152	0.02481136977
153	0.02476145931
154	0.02471239541
155	0.02466255347
156	0.02461478671
157	0.02456547093
158	0.02451788726
159	0.02447124099
160	0.02442584486
161	0.02437925201
162	0.02433370206
163	0.02428880559
164	0.02424542022
165	0.02420095126
166	0.02415763585
167	0.02411383628
168	0.02407156919
169	0.02402908682
170	0.0239872148
171	0.0239458383
172	0.0239042119
173	0.02386434614
174	0.0238243155
175	0.02378470979
176	0.02374532122
177	0.02370658701
178	0.02366811915
179	0.0236296428
180	0.02359152784
181	0.02355506202
182	0.02351881621
183	0.02348191716
184	0.02344630586
185	0.02341005947
186	0.02337484006
187	0.02333950004
188	0.02330482411
189	0.0232708961
190	0.02323711761
191	0.02320334653
192	0.02316912987
193	0.02313688498
194	0.02310447707
195	0.02307263115
196	0.02304097549
197	0.02301057112
198	0.02297937389
199	0.02294900221
200	0.02291821125
201	0.02288881318
202	0.02285917531
203	0.02282956922
204	0.02280051895
205	0.0227722396
206	0.02274383455
207	0.02271619244
208	0.02268792911
209	0.02266044122
210	0.02263336802
211	0.02260655282
212	0.0225796063
213	0.02255355597
214	0.02252807423
215	0.02250273369
216	0.02247710632
217	0.02245202299
218	0.02242716898
219	0.02240269281
220	0.02237886512
221	0.02235447772
222	0.02233105471
223	0.02230724903
224	0.02228419752
225	0.02226090101
226	0.02223868681
227	0.02221585724
228	0.02219354557
229	0.02217162668
230	0.02215032706
231	0.02212861803
232	0.02210733834
233	0.022086475
234	0.02206572708
235	0.02204506788
236	0.02202485893
237	0.02200457205
238	0.02198478563
239	0.02196429676
240	0.02194487462
241	0.02192591105
242	0.02190682551
243	0.02188799775
244	0.02186937288
245	0.02185067448
246	0.021832482
247	0.02181410506
248	0.02179639832
249	0.02177881829
250	0.02176120661
251	0.02174291925
252	0.02172586396
253	0.02170860402
254	0.02169207985
255	0.02167552453
256	0.02165847915
257	0.02164238165
258	0.02162581791
259	0.02161000804
260	0.02159409909
261	0.02157871649
262	0.02156321874
263	0.02154783763
264	0.02153255837
265	0.02151751087
266	0.02150231185
267	0.02148737549
268	0.02147290254
269	0.02145846685
270	0.02144451607
271	0.02143053484
272	0.02141672848
273	0.02140280969
274	0.02138886064
275	0.02137511233
276	0.02136166854
277	0.02134840476
278	0.021335428
279	0.02132241888
280	0.02130929621
281	0.02129666055
282	0.02128378763
283	0.02127115794
284	0.02125907037
285	0.02124701861
286	0.02123482384
287	0.02122311154
288	0.02121146921
289	0.02119953713
290	0.02118797503
291	0.02117632189
292	0.02116499018
293	0.02115378849
294	0.02114254096
295	0.02113151324
296	0.02112065458
297	0.02110979301
298	0.02109927196
299	0.02108883513
300	0.02107855691
301	0.02106832264
302	0.02105809414
303	0.02104808985
304	0.02103811436
305	0.02102843563
306	0.02101834994
307	0.02100859008
308	0.02099892875
309	0.02098948674
310	0.02098018194
311	0.020971074
312	0.02096161427
313	0.02095268961
314	0.02094384537
315	0.02093495714
316	0.02092616597
317	0.02091735394
318	0.02090882424
319	0.02090029042
320	0.0208918722
321	0.02088319701
322	0.02087489299
323	0.0208667513
324	0.02085855656
325	0.02085062873
326	0.02084235136
327	0.02083453624
328	0.02082666674
329	0.02081897382
330	0.02081128913
331	0.02080376688
332	0.02079630736
333	0.02078890131
334	0.02078148699
335	0.02077422368
336	0.02076671994
337	0.02075947296
338	0.02075230127
339	0.02074514778
340	0.02073810492
341	0.02073108198
342	0.0207240767
343	0.02071727442
344	0.02071054035
345	0.02070399052
346	0.02069735799
347	0.02069085437
348	0.02068425466
349	0.02067772594
350	0.02067145023
351	0.02066503298
352	0.02065888818
353	0.02065259434
354	0.02064620573
355	0.02064014867
356	0.02063401768
357	0.02062803535
358	0.02062214578
359	0.0206161836
360	0.02061033555
361	0.02060456837
362	0.02059888223
363	0.02059311188
364	0.02058746978
365	0.02058192573
366	0.02057633187
367	0.02057077846
368	0.02056528623
369	0.02055989828
370	0.02055452469
371	0.02054915532
372	0.02054392793
373	0.02053861857
374	0.02053343545
375	0.02052840146
376	0.02052334056
377	0.02051837077
378	0.0205133016
379	0.02050830983
380	0.02050342009
381	0.02049856629
382	0.02049352505
383	0.02048857006
384	0.02048380189
385	0.02047910238
386	0.02047426207
387	0.02046970491
388	0.02046517564
389	0.02046073381
390	0.02045624182
391	0.02045186285
392	0.02044739239
393	0.02044297444
394	0.0204386932
395	0.02043436011
396	0.02043009242
397	0.020425812
398	0.02042164672
399	0.02041749707
400	0.02041344552
401	0.02040943601
402	0.02040532711
403	0.02040143322
404	0.02039749769
405	0.02039355422
406	0.02038966034
407	0.02038573828
408	0.02038183603
409	0.02037790109
410	0.02037385665
411	0.02037017535
412	0.02036646169
413	0.02036273808
414	0.02035909558
415	0.02035551393
416	0.020351888
417	0.02034837155
418	0.02034494468
419	0.02034158315
420	0.02033818441
421	0.02033485683
422	0.02033149229
423	0.02032809297
424	0.02032478981
425	0.02032140153
426	0.02031802644
427	0.02031472776
428	0.02031130629
429	0.02030806179
430	0.02030492235
431	0.02030183325
432	0.02029877553
433	0.02029557498
434	0.02029246705
435	0.02028950732
436	0.02028664794
437	0.02028367257
438	0.02028064375
439	0.02027772794
440	0.02027476885
441	0.02027190212
442	0.02026902081
443	0.0202662378
444	0.02026336659
445	0.02026044099
446	0.02025754845
447	0.02025487694
448	0.02025209161
449	0.02024939236
450	0.0202467548
451	0.02024416449
452	0.02024154534
453	0.02023899895
454	0.02023646206
455	0.02023394617
456	0.02023144885
457	0.02022888511
458	0.02022634928
459	0.02022379485
460	0.02022131436
461	0.0202189104
462	0.0202164564
463	0.02021394253
464	0.02021162506
465	0.02020931011
466	0.0202070178
467	0.02020477569
468	0.02020255186
469	0.02020030769
470	0.02019804712
471	0.02019581283
472	0.02019355921
473	0.02019131636
474	0.02018916419
475	0.02018698957
476	0.02018490146
477	0.02018286476
478	0.0201807732
479	0.02017851594
480	0.02017635758
481	0.02017432529
482	0.02017219562
483	0.02017013454
484	0.0201679751
485	0.02016605201
486	0.02016405575
487	0.02016209312
488	0.02016020039
489	0.02015834168
490	0.02015642371
491	0.02015451952
492	0.02015269903
493	0.02015084411
494	0.02014905906
495	0.02014724915
496	0.0201455057
497	0.02014367228
498	0.02014188721
499	0.02014013655
500	0.02013833545
501	0.02013664107
502	0.02013486399
503	0.0201331197
504	0.02013146814
505	0.02012977264
506	0.020127967
507	0.02012633799
508	0.02012477211
509	0.02012320227
510	0.02012158663
511	0.02011978959
512	0.02011808275
513	0.02011643931
514	0.02011476349
515	0.02011320842
516	0.02011159367
517	0.0201100714
518	0.02010830603
519	0.02010679496
520	0.02010529263
521	0.02010388348
522	0.0201023832
523	0.02010088726
524	0.02009936201
525	0.0200979398
526	0.02009658128
527	0.02009519457
528	0.02009383187
529	0.0200924301
530	0.0200911182
531	0.02008960913
532	0.02008833099
533	0.02008700486
534	0.0200857148
535	0.02008436566
536	0.02008299508
537	0.02008175673
538	0.02008046216
539	0.0200790233
540	0.02007775191
541	0.02007643222
542	0.02007504364
543	0.02007369729
544	0.02007249968
545	0.02007117139
546	0.02006993032
547	0.02006861573
548	0.02006748475
549	0.02006621084
550	0.02006491836
551	0.02006376454
552	0.02006259345
553	0.02006151302
554	0.02006034971
555	0.0200592135
556	0.02005798998
557	0.02005674541
558	0.02005555205
559	0.02005444276
560	0.02005334243
561	0.0200522653
562	0.02005111754
563	0.02005000998
564	0.02004885612
565	0.02004782389
566	0.02004675057
567	0.02004566142
568	0.02004466113
569	0.02004363555
570	0.02004260386
571	0.02004148618
572	0.02004028296
573	0.02003927086
574	0.02003829303
575	0.02003735812
576	0.02003640072
577	0.02003530013
578	0.02003435254
579	0.02003328968
580	0.02003236926
581	0.02003143804
582	0.02003050766
583	0.02002960142
584	0.02002859565
585	0.02002767983
586	0.02002678098
587	0.02002589473
588	0.02002500025
589	0.0200241482
590	0.02002329142
591	0.02002231684
592	0.02002144231
593	0.02002056713
594	0.02001957278
595	0.02001873142
596	0.02001790136
597	0.02001697499
598	0.02001610382
599	0.02001509303
600	0.02001424187
601	0.0200134281
602	0.02001259877
603	0.02001176432
604	0.02001098325
605	0.02001010558
606	0.02000925037
607	0.02000843352
608	0.02000767043
609	0.02000682149
610	0.02000582856
611	0.02000502289
612	0.02000427344
613	0.02000350872
614	0.02000278219
615	0.02000194915
616	0.02000111549
617	0.02000035729
618	0.0199996383
619	0.01999896888
620	0.01999827426
621	0.01999751669
622	0.01999670654
623	0.01999600309
624	0.01999532099
625	0.01999463422
626	0.01999384918
627	0.01999308383
628	0.01999244408
629	0.01999178324
630	0.01999099534
631	0.01999027552
632	0.01998962565
633	0.01998888303
634	0.01998822924
635	0.01998761139
636	0.01998687087
637	0.01998621186
638	0.0199856078
639	0.0199849903
640	0.01998437394
641	0.01998380636
642	0.01998302598
643	0.01998233736
